id;uri;siglaTipo;numero;ano;ementa;urlInteiroTeor;Fake_news;OBS
2298641;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2298641;SBT;1;0;Dá prioridade de atendimento às pessoas portadoras das doenças vitiligo e psoríase na rede pública ou conveniada do Sistema Único de Saúde.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2072921;;
2149522;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2149522;EMR;3;0;"EMENDA Nº 
Dê ao art. 2º do projeto a seguinte redação:
""Art. 2º Esta Lei entra em vigor na data de sua publicação.""";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1592374;;
353746;https://dadosabertos.camara.leg.br/api/v2/proposicoes/353746;PL;1212;2007;Dá nova redação ao Art. 14 da Lei nº 10.887, de 18 de junho de 2004, prorrogando o prazo de apresentação dos benefícios em manutenção em 5 de maio de 1999, concedidos a partir da promulgação da Constituição Federal.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=465256;;
2267687;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2267687;PL;5587;2020;Altera a Lei nº 4.737, de 15 de julho de 1965, que institui o Código Eleitoral, para incluir causa de aumento de pena nos crimes de calúnia, injúria e difamação eleitorais, quando praticados com abrangência difusa ou coletiva, como rádio, televisão ou internet e ou em virtude de violência política contra a mulher.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1954272;;
2314532;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314532;PL;262;2022;Altera a Lei 7492, de 16 de junho de 1986, que define os crimes contra o sistema financeiro nacional, e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2135259;;
2288858;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2288858;PL;2393;2021;Altera o Marco Civil da Internet – Lei nº 12.965, de 23 de abril de 2014 – para promover a liberdade de expressão nas redes sociais, e proibir a exclusão de perfis de usuários sem decisão judicial, e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2036648;;
586632;https://dadosabertos.camara.leg.br/api/v2/proposicoes/586632;SBT-A;1;0;Código de Processo Civil - Substitutivo adotado pela Comissão Especial;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1118247;;
2153387;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2153387;PL;8727;2017;Estabelece medidas de combate à corrupção e à impunidade, e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1602844;;
2307515;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2307515;SBT;1;0;Inclui no protocolo de vacinação a obrigação do profissional de saúde em expor a quantidade de imunizante a ser administrada no paciente antes do início do procedimento de imunização, além de estabelecer sanção de multa para quem produzir fake news, notícias falsas e simular vacinação, desviar ou se apropriar de imunizante durante a Campanha Nacional de Vacinação contra a Covid-19.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2106330;;
2260646;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2260646;PL;4262;2020;Altera a Lei nº 12.764, de 27 de dezembro de 2012, que institui a Política Nacional de Proteção dos Direitos da Pessoa com Transtorno do Espectro Autista, para especificar a terapia nutricional.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1923777;;
2297948;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2297948;EMP;111;0;Acrescenta inciso ao Art. 531 do Projeto de Novo Código Eleitoral para tornar a obrigatória a participação em debates dos candidatos à Presidência da República, nos termos deste Projeto;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2070504;;
2264993;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2264993;PL;5089;2020;Estabelece normas gerais relativas aos concursos públicos para provimento de cargos e empregos públicos no âmbito da União e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1940448;;
2279649;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2279649;PL;1589;2021;Altera as Leis nºs 13.709, de 14 de agosto de 2018, e 12.965, de 23 de abril de 2014, para vedar o compartilhamento de abusivo de dados pessoais e a discriminação de usuários na internet.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2000716;;
496692;https://dadosabertos.camara.leg.br/api/v2/proposicoes/496692;SBT;1;0;"""Altera a Lei nº 8.078, de 11 de setembro de 1990, que dispõe sobre a proteção do consumidor e dá outras providências.""";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=854442;;
2109952;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2109952;PL;6048;2016;Dispõe sobre a Política Nacional de Incentivo à Ovinocaprinocultura.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1487419;;
796765;https://dadosabertos.camara.leg.br/api/v2/proposicoes/796765;EMR;2;0;PROJETO DE LEI Nº 816, DE 2007 (Apensado ao PL nº 434, de 1999) Dispõe sobre a oferta de outras opções no combate as Doenças Sexualmente Transmissíveis - DST e AIDS, além do uso dos preservativos, como forma de aumentar a eficiência dos métodos preventivos e resultados esperados. EMENDA DE REDAÇÃO Nº;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1289384;;
